vm_id,decision_timestamp,current_cpu,predicted_cpu_t5m,predicted_cpu_t10m,predicted_cpu_t15m,predicted_cpu_t30m,predicted_cpu_t45m,predicted_cpu_t60m,predicted_mean_cpu,predicted_peak_cpu,predicted_std_cpu,volatility_score,risk_score,risk_state
VM_001,1378660500,0.6167,0.5895,0.5808,0.6277,0.5794,0.5756,0.6879,0.616,0.7119,0.046,0.0548,0.0239,LOW
VM_001,1378660800,0.7167,0.5674,0.5636,0.6155,0.5708,0.5661,0.6839,0.6054,0.705,0.0487,0.0559,0.0244,LOW
VM_001,1378661100,0.6786,0.6051,0.586,0.6265,0.5733,0.5849,0.7004,0.6206,0.7206,0.0499,0.0567,0.0259,LOW
VM_001,1378661400,0.6833,0.6244,0.6138,0.6634,0.6202,0.6144,0.7111,0.6512,0.7395,0.0428,0.0577,0.0233,LOW
VM_001,1378661700,0.6333,0.5974,0.5799,0.6231,0.573,0.5867,0.6921,0.6182,0.7156,0.0488,0.054,0.0253,LOW
VM_001,1378662000,0.5167,0.5707,0.556,0.6043,0.5574,0.5708,0.6793,0.6009,0.7022,0.0507,0.0575,0.026,LOW
VM_001,1378662300,0.6,0.574,0.5629,0.6077,0.5586,0.5728,0.6858,0.6048,0.7075,0.0514,0.0565,0.0261,LOW
VM_001,1378662600,0.7167,0.5948,0.5698,0.6146,0.575,0.5902,0.6947,0.6176,0.7173,0.052,0.0591,0.0269,LOW
VM_001,1378662900,0.6667,0.5921,0.5754,0.6191,0.567,0.5873,0.688,0.6154,0.714,0.0501,0.0584,0.0264,LOW
VM_001,1378663200,0.5714,0.5888,0.5725,0.6202,0.5679,0.5863,0.684,0.614,0.711,0.0491,0.0596,0.0262,LOW
VM_001,1378663500,0.5833,0.6229,0.5861,0.6225,0.5534,0.5959,0.7015,0.6202,0.7278,0.0561,0.0553,0.0285,LOW
VM_001,1378663800,0.6167,0.6288,0.6103,0.6527,0.5921,0.6161,0.7136,0.6438,0.7447,0.0482,0.0543,0.0254,LOW
VM_001,1378664100,0.7333,0.621,0.6,0.6377,0.5635,0.5937,0.6977,0.6256,0.7219,0.0492,0.0563,0.026,LOW
VM_001,1378664400,0.7333,0.6055,0.583,0.6238,0.5516,0.5859,0.6789,0.6124,0.7071,0.0489,0.0589,0.0265,LOW
VM_001,1378664700,0.6667,0.6119,0.6002,0.6406,0.5578,0.5894,0.6837,0.6201,0.7153,0.0469,0.0586,0.0261,LOW
VM_001,1378665000,0.55,0.5946,0.5683,0.6093,0.536,0.5742,0.6685,0.5988,0.6958,0.0509,0.0615,0.0277,LOW
VM_001,1378665300,0.65,0.6003,0.5864,0.6312,0.5565,0.5999,0.6793,0.6184,0.7121,0.0493,0.0586,0.0267,LOW
VM_001,1378665600,0.55,0.5851,0.5524,0.594,0.5264,0.5785,0.665,0.5926,0.6957,0.0555,0.0596,0.029,LOW
VM_001,1378665900,0.7,0.6227,0.5938,0.6295,0.556,0.5974,0.6768,0.619,0.7108,0.0489,0.0608,0.0273,LOW
VM_001,1378666200,0.6833,0.6032,0.6221,0.6667,0.6135,0.5951,0.6493,0.6368,0.6911,0.0308,0.0612,0.0192,LOW
VM_001,1378666500,0.6333,0.6031,0.6185,0.6634,0.5958,0.6005,0.6549,0.6348,0.6984,0.034,0.06,0.0204,LOW
VM_001,1378666800,0.6167,0.5904,0.5923,0.6342,0.5666,0.5851,0.6384,0.6124,0.6807,0.0371,0.06,0.0222,LOW
VM_001,1378667100,0.6333,0.6049,0.5966,0.6351,0.5603,0.5927,0.6481,0.6155,0.6913,0.0405,0.06,0.024,LOW
VM_001,1378667400,0.6667,0.5853,0.5844,0.625,0.5487,0.5847,0.6341,0.6047,0.6788,0.0401,0.06,0.0235,LOW
VM_001,1378667700,0.7,0.6051,0.5857,0.6265,0.5432,0.597,0.6448,0.6098,0.6905,0.0458,0.0609,0.0259,LOW
VM_001,1378668000,0.7333,0.5912,0.5587,0.5996,0.5106,0.5827,0.629,0.5875,0.6753,0.0521,0.0618,0.0281,LOW
VM_001,1378668300,0.65,0.6208,0.5931,0.6308,0.5405,0.6003,0.6402,0.6118,0.689,0.046,0.0614,0.026,LOW
VM_001,1378668600,0.9,0.9952,0.74,0.6754,0.45,0.4611,0.3926,0.5577,0.9952,0.1632,0.0803,0.0816,MEDIUM
VM_001,1378668900,0.75,0.5916,0.5444,0.633,0.5477,0.5831,0.6746,0.6098,0.7293,0.0558,0.0824,0.0324,MEDIUM
VM_001,1378669200,0.6,0.5233,0.4515,0.5367,0.478,0.5251,0.6041,0.5296,0.6277,0.0515,0.0778,0.0308,MEDIUM
VM_001,1378669500,0.7333,0.6735,0.7264,0.77,0.6849,0.7716,0.7697,0.749,0.8646,0.0532,0.0779,0.0326,MEDIUM
VM_001,1378669800,0.7167,0.6243,0.6549,0.6587,0.5944,0.6408,0.6536,0.6362,0.6919,0.0333,0.0779,0.0256,LOW
VM_001,1378670100,0.7333,0.5938,0.6188,0.6459,0.5733,0.6373,0.6922,0.6384,0.7109,0.0446,0.079,0.0264,LOW
VM_001,1378670400,0.5667,0.5906,0.5227,0.5502,0.529,0.5638,0.5932,0.5704,0.6313,0.0399,0.0793,0.024,LOW
VM_001,1378670700,0.65,0.6282,0.6344,0.669,0.6013,0.6392,0.6486,0.6498,0.7051,0.0341,0.0772,0.0224,LOW
VM_001,1378671000,0.75,0.6598,0.6151,0.6228,0.5892,0.6809,0.6824,0.6559,0.7302,0.0565,0.0777,0.0288,LOW
VM_001,1378671300,0.6667,0.6201,0.5959,0.6295,0.5508,0.6131,0.6228,0.6172,0.6825,0.0433,0.0769,0.0255,LOW
VM_001,1378671600,0.6833,0.6208,0.5752,0.607,0.5322,0.5958,0.6047,0.5983,0.6613,0.0447,0.076,0.0258,LOW
VM_001,1378671900,0.7,0.7141,0.684,0.7085,0.5558,0.6817,0.7471,0.6878,0.8195,0.0672,0.0761,0.041,MEDIUM
VM_001,1378672200,0.5667,0.6563,0.6125,0.6188,0.5644,0.6555,0.6477,0.6363,0.7109,0.0525,0.075,0.0282,LOW
VM_001,1378672500,0.6333,0.6341,0.5731,0.587,0.5428,0.6358,0.6505,0.6168,0.709,0.0609,0.0753,0.0315,MEDIUM
VM_001,1378672800,0.7167,0.6298,0.5755,0.6019,0.532,0.5984,0.6056,0.6003,0.6731,0.0477,0.0708,0.0268,LOW
VM_001,1378673100,0.7167,0.6961,0.6369,0.6474,0.5928,0.6487,0.6333,0.6503,0.7122,0.0456,0.0711,0.0252,LOW
VM_001,1378673400,0.65,0.7137,0.6554,0.665,0.6071,0.6672,0.6491,0.6659,0.7242,0.044,0.0714,0.0244,LOW
VM_001,1378673700,0.6333,0.6988,0.6413,0.6569,0.5886,0.6501,0.6336,0.6507,0.7122,0.045,0.0714,0.025,LOW
VM_001,1378674000,0.6333,0.7005,0.6387,0.6484,0.5794,0.6458,0.6337,0.6455,0.7065,0.0456,0.0708,0.025,LOW
VM_001,1378674300,0.6167,0.7178,0.692,0.6979,0.6347,0.6717,0.6387,0.6822,0.7335,0.0355,0.0714,0.022,LOW
VM_001,1378674600,0.7167,0.6507,0.6188,0.647,0.576,0.6129,0.5911,0.6267,0.6784,0.0357,0.0716,0.0216,LOW
VM_001,1378674900,0.6,0.67,0.6124,0.6403,0.5697,0.6215,0.6058,0.6283,0.6871,0.0416,0.0736,0.024,LOW
VM_001,1378675200,0.6667,0.6027,0.5858,0.6409,0.562,0.5884,0.573,0.6062,0.6575,0.0342,0.0727,0.0206,LOW
VM_001,1378675500,0.6667,0.6649,0.6365,0.6727,0.5999,0.6334,0.6214,0.6484,0.7012,0.0345,0.0725,0.0215,LOW
VM_001,1378675800,0.5,0.6534,0.6329,0.658,0.5943,0.6365,0.6298,0.6444,0.7001,0.0333,0.0648,0.0208,LOW
VM_001,1378676100,0.65,0.6614,0.6256,0.6606,0.5945,0.6439,0.6345,0.6471,0.7111,0.0388,0.062,0.0222,LOW
VM_001,1378676400,0.65,0.6293,0.6108,0.6531,0.5897,0.6242,0.609,0.6328,0.6929,0.034,0.0608,0.02,LOW
VM_001,1378676700,0.75,0.6736,0.7255,0.7692,0.7323,0.6762,0.631,0.716,0.7692,0.0388,0.0618,0.0243,LOW
VM_001,1378677000,0.7333,0.6412,0.6939,0.7544,0.6857,0.6254,0.5838,0.6783,0.7544,0.0444,0.0625,0.0282,LOW
VM_001,1378677300,0.7167,0.6553,0.6892,0.7447,0.6722,0.6328,0.5932,0.6766,0.7447,0.0374,0.0618,0.0258,LOW
VM_001,1378677600,0.65,0.6388,0.6759,0.7299,0.6127,0.6148,0.6237,0.6594,0.7299,0.0343,0.0586,0.0214,LOW
VM_001,1378677900,0.6833,0.6319,0.6859,0.7453,0.6643,0.6407,0.6075,0.6783,0.7453,0.0361,0.0586,0.0238,LOW
VM_001,1378678200,0.7167,0.6217,0.6204,0.6593,0.5968,0.62,0.5832,0.6323,0.6932,0.0329,0.0569,0.0203,LOW
VM_001,1378678500,0.7,0.6243,0.6182,0.6829,0.586,0.6058,0.5632,0.6275,0.6829,0.0333,0.0574,0.0215,LOW
VM_001,1378678800,0.75,0.5869,0.5926,0.658,0.5952,0.5931,0.5604,0.6166,0.67,0.0341,0.0599,0.0206,LOW
VM_001,1378679100,0.5667,0.6185,0.6349,0.693,0.6309,0.6319,0.5954,0.6513,0.703,0.0309,0.0628,0.0208,LOW
VM_001,1378679400,0.5333,0.5941,0.598,0.6599,0.5922,0.6003,0.5778,0.6201,0.6818,0.0319,0.0654,0.0207,LOW
VM_001,1378679700,0.65,0.6181,0.6427,0.7046,0.5823,0.6353,0.6694,0.658,0.752,0.0454,0.0651,0.0284,LOW
VM_001,1378680000,0.7,0.5982,0.5944,0.6453,0.5828,0.6047,0.6019,0.6199,0.6928,0.0337,0.0646,0.0213,LOW
VM_001,1378680300,0.7,0.6009,0.6059,0.659,0.626,0.6303,0.6107,0.6423,0.7167,0.0336,0.0641,0.0219,LOW
VM_001,1378680600,0.6667,0.604,0.5989,0.6519,0.6111,0.6263,0.6071,0.6356,0.7097,0.0346,0.064,0.0213,LOW
VM_001,1378680900,0.6333,0.6191,0.611,0.6614,0.6307,0.6432,0.6266,0.6516,0.7253,0.0349,0.064,0.0217,LOW
VM_001,1378681200,0.5833,0.5978,0.5915,0.6478,0.5967,0.6116,0.6041,0.625,0.6984,0.0334,0.0658,0.0211,LOW
VM_001,1378681500,0.6167,0.5974,0.6098,0.6673,0.6288,0.6231,0.6056,0.6413,0.7151,0.033,0.0658,0.0224,LOW
VM_001,1378681800,0.7167,0.5785,0.578,0.6395,0.5974,0.6084,0.6013,0.6203,0.7011,0.036,0.0658,0.023,LOW
VM_001,1378682100,0.6667,0.5735,0.5787,0.6359,0.6008,0.6225,0.6127,0.6255,0.715,0.0398,0.0646,0.025,LOW
VM_001,1378682400,0.5833,0.5607,0.5627,0.6266,0.5906,0.5988,0.5927,0.61,0.6929,0.0371,0.0665,0.0242,LOW
VM_001,1378682700,0.6333,0.6264,0.6084,0.6691,0.6683,0.6886,0.6681,0.6776,0.7785,0.0462,0.0666,0.0287,LOW
VM_001,1378683000,0.55,0.6149,0.5977,0.6464,0.6173,0.636,0.6407,0.6425,0.7364,0.0386,0.0622,0.0244,LOW
VM_001,1378683300,0.6,0.6,0.5856,0.6417,0.6346,0.6578,0.6565,0.6521,0.7567,0.0469,0.0633,0.0284,LOW
VM_001,1378683600,0.7167,0.5864,0.5784,0.632,0.6075,0.6216,0.6251,0.6285,0.7226,0.0393,0.0645,0.0253,LOW
VM_001,1378683900,0.7,0.6086,0.595,0.6471,0.6316,0.6509,0.6481,0.6508,0.7502,0.0422,0.0622,0.0263,LOW
VM_001,1378684200,0.7,0.577,0.5732,0.6349,0.6137,0.6275,0.6225,0.6304,0.7252,0.0413,0.0607,0.0258,LOW
VM_001,1378684500,0.6167,0.5854,0.5701,0.6252,0.6035,0.6231,0.6216,0.6254,0.7195,0.0403,0.0598,0.0253,LOW
VM_001,1378684800,0.6667,0.524,0.5148,0.6212,0.6352,0.5767,0.5512,0.598,0.6724,0.0482,0.0599,0.0263,LOW
VM_001,1378685100,0.6667,0.5654,0.5501,0.6347,0.6479,0.6228,0.6078,0.6306,0.7221,0.0441,0.0596,0.028,LOW
VM_001,1378685400,0.7333,0.5962,0.577,0.6317,0.6383,0.617,0.5776,0.6255,0.698,0.034,0.0605,0.0221,LOW
VM_001,1378685700,0.75,0.581,0.5531,0.6226,0.6315,0.6001,0.5793,0.6153,0.6922,0.036,0.063,0.0245,LOW
VM_001,1378686000,0.6833,0.5595,0.537,0.6243,0.6394,0.5861,0.557,0.607,0.6752,0.041,0.06,0.024,LOW
VM_001,1378686300,0.5833,0.5825,0.5478,0.6277,0.6414,0.5977,0.5768,0.6163,0.688,0.0372,0.059,0.0242,LOW
VM_001,1378686600,0.6833,0.5643,0.5438,0.6264,0.6397,0.5972,0.5739,0.6137,0.6869,0.0392,0.0536,0.0238,LOW
VM_001,1378686900,0.6,0.5708,0.5357,0.6135,0.6285,0.5925,0.578,0.6075,0.6829,0.037,0.0549,0.0244,LOW
VM_001,1378687200,0.75,0.5765,0.5477,0.6247,0.6435,0.6044,0.5797,0.6177,0.6898,0.0378,0.0575,0.0242,LOW
VM_001,1378687500,0.6667,0.5959,0.5502,0.6207,0.648,0.6183,0.5945,0.6252,0.7027,0.0377,0.0569,0.0253,LOW
VM_001,1378687800,0.65,0.5854,0.5397,0.6132,0.6388,0.6114,0.583,0.6152,0.6905,0.0384,0.0569,0.0251,LOW
VM_001,1378688100,0.6167,0.6053,0.5378,0.6084,0.637,0.6225,0.6036,0.6213,0.7031,0.0397,0.0572,0.0269,LOW
VM_001,1378688400,0.6,0.5676,0.5191,0.597,0.6288,0.6046,0.5789,0.6051,0.6819,0.0408,0.0564,0.0265,LOW
VM_001,1378688700,0.65,0.6071,0.5375,0.6064,0.6344,0.6232,0.6074,0.6213,0.7027,0.0394,0.0558,0.0267,LOW
VM_001,1378689000,0.6333,0.5946,0.5296,0.5949,0.6335,0.6332,0.6031,0.6204,0.706,0.0445,0.0546,0.0279,LOW
VM_001,1378689300,0.7167,0.6031,0.5423,0.6102,0.6397,0.6289,0.6129,0.6258,0.7073,0.0394,0.056,0.0267,LOW
VM_001,1378689600,0.7333,0.6058,0.5443,0.5975,0.6306,0.6256,0.6005,0.6187,0.6981,0.0382,0.0559,0.0254,LOW
VM_001,1378689900,0.6167,0.6239,0.5576,0.6145,0.6459,0.6377,0.6265,0.6341,0.7155,0.0378,0.0564,0.0259,LOW
VM_001,1378690200,0.6667,0.6219,0.5613,0.6251,0.6579,0.6411,0.6319,0.6403,0.7166,0.0365,0.0511,0.0249,LOW
VM_001,1378690500,0.65,0.609,0.5454,0.6076,0.6403,0.6371,0.6278,0.6297,0.7143,0.0408,0.0492,0.0263,LOW
VM_001,1378690800,0.7167,0.6159,0.5508,0.6065,0.6395,0.6395,0.6247,0.6304,0.7139,0.0399,0.0492,0.0256,LOW
VM_001,1378691100,0.7333,0.6217,0.5672,0.6283,0.6591,0.6524,0.6443,0.6472,0.7295,0.0389,0.0506,0.0257,LOW
VM_001,1378691400,0.6833,0.6293,0.5812,0.6413,0.6776,0.6683,0.648,0.6596,0.7394,0.0381,0.0503,0.0252,LOW
VM_001,1378691700,0.5833,0.6128,0.5612,0.6235,0.6588,0.6567,0.6484,0.6458,0.7316,0.0415,0.0522,0.0269,LOW
VM_001,1378692000,0.5833,0.6253,0.5802,0.6416,0.6795,0.6714,0.6526,0.6606,0.742,0.039,0.055,0.0262,LOW
VM_001,1378692300,0.6333,0.6319,0.5748,0.6392,0.6751,0.6717,0.6673,0.6611,0.7477,0.0418,0.0554,0.0276,LOW
VM_001,1378692600,0.6167,0.6425,0.582,0.6423,0.6763,0.6778,0.6753,0.6658,0.7515,0.0411,0.0541,0.027,LOW
VM_001,1378692900,0.7,0.63,0.5637,0.6247,0.6579,0.6674,0.6666,0.6521,0.7432,0.045,0.0513,0.0278,LOW
VM_001,1378693200,0.5167,0.6843,0.6302,0.705,0.7054,0.7246,0.7672,0.7173,0.8057,0.0495,0.0583,0.0282,LOW
VM_001,1378693500,0.6667,0.6588,0.5977,0.6588,0.6681,0.6946,0.726,0.6819,0.7785,0.0506,0.0566,0.0286,LOW
VM_001,1378693800,0.65,0.6387,0.5757,0.6346,0.6548,0.6754,0.6848,0.6599,0.7533,0.0461,0.0562,0.0282,LOW
VM_001,1378694100,0.5667,0.6216,0.5431,0.6031,0.6211,0.6451,0.6649,0.6309,0.7225,0.0477,0.0579,0.0286,LOW
VM_001,1378694400,0.7167,0.6513,0.594,0.6598,0.6851,0.6988,0.7127,0.6848,0.7705,0.0464,0.0558,0.028,LOW
VM_001,1378694700,0.7,0.6358,0.5664,0.6178,0.6445,0.6682,0.6741,0.6498,0.7417,0.0469,0.0567,0.028,LOW
VM_001,1378695000,0.5833,0.631,0.5699,0.6246,0.6396,0.6649,0.6788,0.6498,0.7415,0.0464,0.0583,0.0278,LOW
VM_001,1378695300,0.55,0.6367,0.5527,0.6017,0.6183,0.6534,0.676,0.6354,0.7305,0.0517,0.0613,0.0289,LOW
VM_001,1378695600,0.6,0.6361,0.5659,0.617,0.6408,0.6783,0.6949,0.6552,0.7511,0.0522,0.0613,0.0298,MEDIUM
VM_001,1378695900,0.75,0.6465,0.5736,0.6176,0.6404,0.67,0.6864,0.6528,0.7478,0.0493,0.065,0.0289,LOW
VM_001,1378696200,0.6833,0.6328,0.5664,0.6103,0.6341,0.6608,0.6751,0.6443,0.7375,0.0487,0.0653,0.0286,LOW
VM_001,1378696500,0.65,0.6376,0.5586,0.5979,0.6184,0.652,0.6701,0.6346,0.7301,0.0518,0.0638,0.0285,LOW
VM_001,1378696800,0.65,0.6602,0.592,0.6263,0.6519,0.6897,0.7048,0.6684,0.7648,0.0523,0.0611,0.0283,LOW
VM_001,1378697100,0.5667,0.652,0.5742,0.6119,0.6385,0.674,0.6978,0.6541,0.7558,0.0551,0.0629,0.0296,MEDIUM
VM_001,1378697400,0.5833,0.6219,0.5462,0.5854,0.6211,0.664,0.6791,0.6334,0.7364,0.0579,0.0638,0.0307,MEDIUM
VM_001,1378697700,0.6167,0.626,0.5421,0.5838,0.6128,0.6534,0.6876,0.6295,0.7434,0.0613,0.0639,0.032,MEDIUM
VM_001,1378698000,1.3167,0.9446,0.6414,0.5547,0.4512,0.547,0.5743,0.5714,0.9446,0.1266,0.1524,0.0794,MEDIUM
VM_001,1378698300,0.75,0.6614,0.5765,0.7122,0.7242,0.6718,0.8044,0.7044,0.8219,0.0678,0.1528,0.0486,MEDIUM
VM_001,1378698600,0.75,0.654,0.4702,0.519,0.5515,0.5831,0.6059,0.5702,0.6606,0.0586,0.1537,0.0422,MEDIUM
VM_001,1378698900,0.5667,0.6395,0.5428,0.6386,0.6947,0.6773,0.7238,0.6747,0.7828,0.0623,0.1542,0.0482,MEDIUM
VM_001,1378699200,0.5833,0.6023,0.553,0.6209,0.6213,0.6662,0.7329,0.6497,0.7847,0.0703,0.1542,0.0472,MEDIUM
VM_001,1378699500,0.6667,0.6327,0.5572,0.6278,0.6847,0.7007,0.7257,0.6755,0.7772,0.0615,0.154,0.0458,MEDIUM
VM_001,1378699800,0.6167,0.6544,0.5831,0.6383,0.6817,0.6981,0.7656,0.6868,0.8195,0.0663,0.154,0.0477,MEDIUM
VM_001,1378700100,0.6167,0.6237,0.5655,0.6082,0.6448,0.6947,0.7256,0.6626,0.7916,0.0683,0.1542,0.0465,MEDIUM
VM_001,1378700400,0.6333,0.6769,0.5957,0.6146,0.6443,0.717,0.76,0.6811,0.813,0.0703,0.1512,0.0452,MEDIUM
VM_001,1378700700,0.5,0.6323,0.5679,0.6105,0.6395,0.7029,0.7632,0.6704,0.8114,0.0745,0.155,0.0487,MEDIUM
VM_001,1378701000,0.6167,0.6349,0.5467,0.579,0.6381,0.6928,0.7218,0.6539,0.7792,0.0711,0.1553,0.0474,MEDIUM
VM_001,1378701300,0.65,0.6366,0.56,0.5939,0.6404,0.7033,0.7457,0.665,0.8044,0.0746,0.154,0.0487,MEDIUM
VM_001,1378701600,0.6333,0.6312,0.5482,0.58,0.6339,0.7026,0.7405,0.6583,0.7979,0.0767,0.1537,0.0493,MEDIUM
VM_001,1378701900,0.6,0.6441,0.5595,0.5873,0.6497,0.7129,0.7451,0.669,0.8056,0.0749,0.1539,0.0489,MEDIUM
VM_001,1378702200,0.6667,0.6323,0.5523,0.5877,0.6468,0.71,0.7383,0.6654,0.8022,0.0746,0.1531,0.0492,MEDIUM
VM_001,1378702500,0.5667,0.6339,0.5519,0.5899,0.6602,0.7167,0.7417,0.6707,0.8031,0.0742,0.1527,0.0493,MEDIUM
VM_001,1378702800,0.65,0.6939,0.6013,0.6207,0.6902,0.7591,0.7753,0.7086,0.8355,0.0721,0.1522,0.0472,MEDIUM
VM_001,1378703100,0.7,0.6479,0.5751,0.618,0.671,0.7431,0.7962,0.6953,0.8488,0.0814,0.1512,0.0518,MEDIUM
VM_001,1378703400,0.6667,0.6587,0.5648,0.5891,0.6609,0.7223,0.7466,0.6754,0.8041,0.0727,0.1512,0.0477,MEDIUM
VM_001,1378703700,0.6667,0.6467,0.6121,0.6735,0.7111,0.7664,0.8477,0.7308,0.8962,0.084,0.1512,0.053,MEDIUM
VM_001,1378704000,0.6333,0.6416,0.5749,0.6182,0.6756,0.7537,0.8023,0.6998,0.8572,0.0845,0.1512,0.0528,MEDIUM
VM_001,1378704300,0.5333,0.6669,0.5754,0.6027,0.6831,0.7559,0.7688,0.6977,0.8284,0.0763,0.1523,0.0495,MEDIUM
VM_001,1378704600,0.6333,0.6462,0.5427,0.5713,0.6608,0.7325,0.7395,0.6722,0.7994,0.0769,0.1516,0.0498,MEDIUM
VM_001,1378704900,0.65,0.6779,0.5771,0.5974,0.7012,0.7704,0.7687,0.706,0.8243,0.0767,0.1513,0.0487,MEDIUM
VM_001,1378705200,0.6833,0.6804,0.5869,0.6134,0.6872,0.7566,0.7676,0.704,0.8234,0.0692,0.0592,0.0356,MEDIUM
VM_001,1378705500,0.7,0.6681,0.577,0.5912,0.6834,0.7569,0.7606,0.695,0.818,0.0748,0.0557,0.0356,MEDIUM
VM_001,1378705800,0.6833,0.6613,0.5609,0.582,0.6708,0.7369,0.7398,0.6803,0.7986,0.0709,0.0511,0.0347,MEDIUM
VM_001,1378706100,0.6167,0.6725,0.5833,0.6006,0.7011,0.771,0.7723,0.7078,0.8269,0.0746,0.0494,0.0351,MEDIUM
VM_001,1378706400,0.6,0.6653,0.5665,0.5849,0.6822,0.7463,0.7468,0.6889,0.806,0.0712,0.0488,0.0346,MEDIUM
VM_001,1378706700,0.7333,0.6725,0.5681,0.5817,0.6901,0.7523,0.7385,0.6918,0.8037,0.0711,0.0525,0.0346,MEDIUM
VM_001,1378707000,0.7333,0.688,0.5713,0.584,0.6933,0.7512,0.7638,0.6966,0.8162,0.0728,0.056,0.0361,MEDIUM
VM_001,1378707300,0.6167,0.6804,0.5725,0.5897,0.6935,0.7569,0.7561,0.6995,0.8161,0.0721,0.056,0.036,MEDIUM
VM_001,1378707600,0.6,0.6847,0.5728,0.5691,0.6853,0.7501,0.7401,0.6914,0.818,0.0757,0.0566,0.0367,MEDIUM
VM_001,1378707900,0.6667,0.707,0.6079,0.6084,0.7184,0.7631,0.7405,0.7155,0.8227,0.0637,0.0485,0.0316,MEDIUM
VM_001,1378708200,0.5,0.665,0.5623,0.5764,0.694,0.7351,0.7332,0.6859,0.8009,0.0686,0.0567,0.0355,MEDIUM
VM_001,1378708500,0.7333,0.7083,0.6081,0.606,0.723,0.766,0.746,0.7154,0.818,0.0628,0.0597,0.0327,MEDIUM
VM_001,1378708800,0.7333,0.6948,0.5775,0.576,0.6959,0.7452,0.7233,0.6904,0.7886,0.0649,0.0623,0.0332,MEDIUM
VM_001,1378709100,0.6333,0.6951,0.5932,0.599,0.7158,0.7623,0.7431,0.7083,0.8091,0.0638,0.0616,0.0334,MEDIUM
VM_001,1378709400,0.65,0.6979,0.5868,0.5935,0.7052,0.7499,0.7325,0.7,0.804,0.0633,0.0615,0.0336,MEDIUM
VM_001,1378709700,0.6333,0.6983,0.5993,0.6059,0.72,0.7621,0.7452,0.7122,0.8117,0.0615,0.059,0.0327,MEDIUM
VM_001,1378710000,0.7,0.6986,0.5929,0.5962,0.7089,0.7473,0.7252,0.701,0.7948,0.0589,0.0598,0.0316,MEDIUM
VM_001,1378710300,0.6167,0.7025,0.6021,0.6117,0.7217,0.7523,0.7343,0.7107,0.8067,0.0575,0.0595,0.0318,MEDIUM
VM_001,1378710600,0.7,0.6871,0.5838,0.5934,0.7035,0.7339,0.7055,0.6909,0.7826,0.0561,0.0603,0.0312,MEDIUM
VM_001,1378710900,0.7,0.6979,0.6032,0.6127,0.7187,0.7428,0.7178,0.7058,0.795,0.0529,0.061,0.0305,MEDIUM
VM_001,1378711200,0.6,0.6842,0.5867,0.5972,0.7009,0.7237,0.7035,0.6889,0.7797,0.0527,0.0618,0.0308,MEDIUM
VM_001,1378711500,0.6833,0.6954,0.5994,0.6144,0.7155,0.7271,0.7055,0.699,0.7861,0.0496,0.0567,0.0294,LOW
VM_001,1378711800,0.5667,0.6851,0.5871,0.6019,0.7032,0.714,0.6976,0.6877,0.7763,0.05,0.0595,0.03,MEDIUM
VM_001,1378712100,0.75,0.7001,0.6035,0.6156,0.7159,0.7234,0.6975,0.6981,0.7804,0.0472,0.0625,0.0289,LOW
VM_001,1378712400,0.7167,0.7107,0.6062,0.6156,0.7117,0.727,0.7124,0.7015,0.7925,0.0492,0.0634,0.0302,MEDIUM
VM_001,1378712700,0.65,0.6902,0.64,0.679,0.7552,0.7665,0.812,0.7482,0.8743,0.0608,0.0629,0.0358,MEDIUM
VM_001,1378713000,0.6333,0.6797,0.5788,0.5954,0.6908,0.7045,0.6847,0.6777,0.7629,0.0482,0.0629,0.0299,MEDIUM
VM_001,1378713300,0.6333,0.7069,0.5992,0.6092,0.7032,0.7164,0.6969,0.692,0.7726,0.0465,0.0626,0.0285,LOW
VM_001,1378713600,0.7167,0.6931,0.5891,0.6026,0.6974,0.7031,0.6922,0.6839,0.7699,0.047,0.0624,0.0294,LOW
VM_001,1378713900,0.7333,0.6843,0.6055,0.628,0.729,0.738,0.7265,0.7107,0.7999,0.0511,0.0624,0.031,MEDIUM
VM_001,1378714200,0.7167,0.6825,0.5938,0.6148,0.7059,0.6961,0.6743,0.6833,0.7607,0.0431,0.0617,0.0276,LOW
VM_001,1378714500,0.65,0.6933,0.5989,0.6113,0.698,0.7018,0.6883,0.6858,0.766,0.0432,0.061,0.0276,LOW
VM_001,1378714800,0.6167,0.6909,0.5935,0.6064,0.6966,0.6857,0.6754,0.678,0.7546,0.0421,0.0603,0.0268,LOW
VM_001,1378715100,0.65,0.6924,0.599,0.6138,0.7045,0.6984,0.6921,0.688,0.7688,0.0436,0.0604,0.0278,LOW
VM_001,1378715400,0.6333,0.6744,0.5819,0.5979,0.6894,0.6763,0.6674,0.6692,0.7478,0.0428,0.05,0.026,LOW
VM_001,1378715700,0.7167,0.692,0.6002,0.6137,0.702,0.6805,0.668,0.6796,0.7503,0.0399,0.0491,0.0241,LOW
VM_001,1378716000,0.7167,0.687,0.5941,0.6081,0.6926,0.6721,0.6628,0.6716,0.7433,0.0394,0.0483,0.0238,LOW
VM_001,1378716300,0.7167,0.6921,0.5996,0.6155,0.7041,0.6784,0.665,0.6788,0.7462,0.0395,0.0487,0.0236,LOW
VM_001,1378716600,0.6667,0.6727,0.5793,0.6002,0.6921,0.659,0.6487,0.6623,0.7304,0.0404,0.0485,0.0241,LOW
VM_001,1378716900,0.65,0.6802,0.5883,0.6074,0.6947,0.6613,0.6528,0.667,0.732,0.0391,0.0481,0.0232,LOW
